hidden_layers,activation_fn,learning_rate,batch_size,epochs,test_loss,test_accuracy
[64],Linear,1.0,512,25,1.582550048828125,0.7400000095367432
[64],Linear,1.0,512,50,0.621023952960968,0.7475000023841858
[64],Linear,1.0,512,100,0.3471091091632843,0.8475000262260437
[64],Linear,1.0,512,250,5.614048004150391,0.7825000286102295
[64],Linear,0.1,16,1,0.4298064410686493,0.8100000023841858
[64],Linear,0.1,16,10,0.9981029629707336,0.7925000190734863
[64],Linear,0.1,16,25,0.4227584898471832,0.8125
[64],Linear,0.1,16,50,0.5516924858093262,0.7749999761581421
[64],Linear,0.1,16,100,0.4015275835990906,0.8349999785423279
[64],Linear,0.1,16,250,0.4408160150051117,0.7950000166893005
[64],Linear,0.1,32,1,0.5478683114051819,0.7950000166893005
[64],Linear,0.1,32,10,0.37893131375312805,0.8299999833106995
[64],Linear,0.1,32,25,0.3438597023487091,0.8424999713897705
[64],Linear,0.1,32,50,0.6667043566703796,0.7400000095367432
[64],Linear,0.1,32,100,0.5345612168312073,0.7749999761581421
[64],Linear,0.1,32,250,0.530298113822937,0.7325000166893005
[64],Linear,0.1,64,1,0.4292091727256775,0.7950000166893005
[64],Linear,0.1,64,10,0.39795735478401184,0.8299999833106995
[64],Linear,0.1,64,25,0.4709653854370117,0.7925000190734863
[64],Linear,0.1,64,50,0.3575177490711212,0.8424999713897705
[64],Linear,0.1,64,100,0.36403602361679077,0.8374999761581421
[64],Linear,0.1,64,250,0.4695669412612915,0.7674999833106995
[64],Linear,0.1,128,1,0.48421603441238403,0.762499988079071
[64],Linear,0.1,128,10,0.35901105403900146,0.8450000286102295
[64],Linear,0.1,128,25,0.34258633852005005,0.862500011920929
[64],Linear,0.1,128,50,0.38765984773635864,0.8199999928474426
[64],Linear,0.1,128,100,0.3667234480381012,0.8399999737739563
[64],Linear,0.1,128,250,0.406217485666275,0.8199999928474426
[64],Linear,0.1,256,1,0.604519248008728,0.7699999809265137
[64],Linear,0.1,256,10,0.35611462593078613,0.8374999761581421
[64],Linear,0.1,256,25,0.3383997678756714,0.8550000190734863
[64],Linear,0.1,256,50,0.3470805883407593,0.8525000214576721
[64],Linear,0.1,256,100,0.3599100112915039,0.8399999737739563
[64],Linear,0.1,256,250,0.34963104128837585,0.8399999737739563
[64],Linear,0.1,512,1,0.6864748597145081,0.7275000214576721
[64],Linear,0.1,512,10,0.3792670965194702,0.8525000214576721
[64],Linear,0.1,512,25,0.35507720708847046,0.8500000238418579
[64],Linear,0.1,512,50,0.3442891836166382,0.8500000238418579
[64],Linear,0.1,512,100,0.34363076090812683,0.8450000286102295
[64],Linear,0.1,512,250,0.3845086693763733,0.8299999833106995
[64],Linear,0.01,16,1,0.3483791649341583,0.8475000262260437
[64],Linear,0.01,16,10,0.34286975860595703,0.8575000166893005
[64],Linear,0.01,16,25,0.3455446660518646,0.8450000286102295
[64],Linear,0.01,16,50,0.3468438386917114,0.8450000286102295
[64],Linear,0.01,16,100,0.36510422825813293,0.8424999713897705
[64],Linear,0.01,16,250,0.34962189197540283,0.8475000262260437
[64],Linear,0.01,32,1,0.37080180644989014,0.8399999737739563
[64],Linear,0.01,32,10,0.35219722986221313,0.8525000214576721
[64],Linear,0.01,32,25,0.35649213194847107,0.8575000166893005
[64],Linear,0.01,32,50,0.3505091965198517,0.8475000262260437
[64],Linear,0.01,32,100,0.35081207752227783,0.8550000190734863
[64],Linear,0.01,32,250,0.35180583596229553,0.8500000238418579
[64],Linear,0.01,64,1,0.34899696707725525,0.8374999761581421
[64],Linear,0.01,64,10,0.3526734411716461,0.8550000190734863
[64],Linear,0.01,64,25,0.35400620102882385,0.8500000238418579
[64],Linear,0.01,64,50,0.34291568398475647,0.8525000214576721
[64],Linear,0.01,64,100,0.35474419593811035,0.8450000286102295
[64],Linear,0.01,64,250,0.3472263813018799,0.8475000262260437
[64],Linear,0.01,128,1,0.3458249270915985,0.8550000190734863
[64],Linear,0.01,128,10,0.3446349799633026,0.8550000190734863
[64],Linear,0.01,128,25,0.34288597106933594,0.8500000238418579
[64],Linear,0.01,128,50,0.34875667095184326,0.8450000286102295
[64],Linear,0.01,128,100,0.3467924892902374,0.8475000262260437
[64],Linear,0.01,128,250,0.3446236550807953,0.8500000238418579
[64],Linear,0.01,256,1,0.3563976585865021,0.8525000214576721
[64],Linear,0.01,256,10,0.3469032049179077,0.8500000238418579
[64],Linear,0.01,256,25,0.3422212302684784,0.8600000143051147
[64],Linear,0.01,256,50,0.3442745506763458,0.8525000214576721
[64],Linear,0.01,256,100,0.34865859150886536,0.8500000238418579
[64],Linear,0.01,256,250,0.34951481223106384,0.8500000238418579
[64],Linear,0.01,512,1,0.41291990876197815,0.8399999737739563
[64],Linear,0.01,512,10,0.36250773072242737,0.8399999737739563
[64],Linear,0.01,512,25,0.3461245000362396,0.8424999713897705
[64],Linear,0.01,512,50,0.34596481919288635,0.8575000166893005
[64],Linear,0.01,512,100,0.351540207862854,0.8374999761581421
[64],Linear,0.01,512,250,0.3500322699546814,0.8424999713897705
[64],Linear,0.001,16,1,0.3777872323989868,0.8550000190734863
[64],Linear,0.001,16,10,0.34412699937820435,0.8500000238418579
[64],Linear,0.001,16,25,0.3472130298614502,0.8525000214576721
[64],Linear,0.001,16,50,0.3466251492500305,0.8525000214576721
[64],Linear,0.001,16,100,0.34441322088241577,0.8475000262260437
[64],Linear,0.001,16,250,0.3462478518486023,0.8475000262260437
[64],Linear,0.001,32,1,0.39025208353996277,0.8424999713897705
[64],Linear,0.001,32,10,0.34562134742736816,0.8475000262260437
[64],Linear,0.001,32,25,0.3448070287704468,0.8500000238418579
[64],Linear,0.001,32,50,0.3448285758495331,0.8500000238418579
[64],Linear,0.001,32,100,0.3459264636039734,0.8475000262260437
[64],Linear,0.001,32,250,0.34538042545318604,0.8525000214576721
[64],Linear,0.001,64,1,0.5043427348136902,0.8274999856948853
[64],Linear,0.001,64,10,0.34571510553359985,0.8475000262260437
[64],Linear,0.001,64,25,0.3457053005695343,0.8475000262260437
[64],Linear,0.001,64,50,0.34675833582878113,0.8475000262260437
[64],Linear,0.001,64,100,0.34537020325660706,0.8525000214576721
[64],Linear,0.001,64,250,0.3457027077674866,0.8500000238418579
[64],Linear,0.001,128,1,0.5307168364524841,0.8149999976158142
[64],Linear,0.001,128,10,0.34788408875465393,0.8475000262260437
[64],Linear,0.001,128,25,0.3452928960323334,0.8525000214576721
[64],Linear,0.001,128,50,0.34449994564056396,0.8500000238418579
[64],Linear,0.001,128,100,0.3459497392177582,0.8500000238418579
[64],Linear,0.001,128,250,0.3460671305656433,0.8450000286102295
[64],Linear,0.001,256,1,0.5957854390144348,0.7925000190734863
[64],Linear,0.001,256,10,0.36851170659065247,0.8475000262260437
[64],Linear,0.001,256,25,0.34638938307762146,0.8475000262260437
[64],Linear,0.001,256,50,0.34472545981407166,0.8500000238418579
[64],Linear,0.001,256,100,0.3451610505580902,0.8475000262260437
[64],Linear,0.001,256,250,0.34648454189300537,0.8500000238418579
[64],Linear,0.001,512,1,0.8660839200019836,0.3199999928474426
[64],Linear,0.001,512,10,0.48084884881973267,0.8450000286102295
[64],Linear,0.001,512,25,0.3538813292980194,0.8550000190734863
[64],Linear,0.001,512,50,0.345454603433609,0.8500000238418579
[64],Linear,0.001,512,100,0.34678271412849426,0.8500000238418579
[64],Linear,0.001,512,250,0.3484126329421997,0.8450000286102295
[64],Linear,0.0001,16,1,0.646583616733551,0.6625000238418579
[64],Linear,0.0001,16,10,0.39034396409988403,0.8475000262260437
[64],Linear,0.0001,16,25,0.3480057418346405,0.8525000214576721
[64],Linear,0.0001,16,50,0.34542545676231384,0.8500000238418579
[64],Linear,0.0001,16,100,0.3453918695449829,0.8500000238418579
[64],Linear,0.0001,16,250,0.3452133238315582,0.8500000238418579
[64],Linear,0.0001,32,1,0.7186532616615295,0.5299999713897705
[64],Linear,0.0001,32,10,0.4194626212120056,0.8324999809265137
[64],Linear,0.0001,32,25,0.35721203684806824,0.8500000238418579
[64],Linear,0.0001,32,50,0.3470720946788788,0.8500000238418579
[64],Linear,0.0001,32,100,0.345393568277359,0.8500000238418579
[64],Linear,0.0001,32,250,0.3454345464706421,0.8500000238418579
[64],Linear,0.0001,64,1,0.8344693183898926,0.35749998688697815
[64],Linear,0.0001,64,10,0.4850722551345825,0.8050000071525574
[64],Linear,0.0001,64,25,0.4188605546951294,0.8525000214576721
[64],Linear,0.0001,64,50,0.35674765706062317,0.8500000238418579
[64],Linear,0.0001,64,100,0.34577876329421997,0.8500000238418579
[64],Linear,0.0001,64,250,0.3454698920249939,0.8500000238418579
[64],Linear,0.0001,128,1,0.7330959439277649,0.41999998688697815
[64],Linear,0.0001,128,10,0.6207799911499023,0.7124999761581421
[64],Linear,0.0001,128,25,0.4025636315345764,0.8500000238418579
[64],Linear,0.0001,128,50,0.3717196583747864,0.8525000214576721
[64],Linear,0.0001,128,100,0.35072267055511475,0.8525000214576721
[64],Linear,0.0001,128,250,0.34552550315856934,0.8500000238418579
[64],Linear,0.0001,256,1,0.7358859777450562,0.45500001311302185
[64],Linear,0.0001,256,10,0.6899089217185974,0.5550000071525574
[64],Linear,0.0001,256,25,0.6009437441825867,0.7400000095367432
[64],Linear,0.0001,256,50,0.48619651794433594,0.8125
[64],Linear,0.0001,256,100,0.3901880383491516,0.8399999737739563
[64],Linear,0.0001,256,250,0.34668609499931335,0.8500000238418579
[64],Linear,0.0001,512,1,0.6145073175430298,0.6899999976158142
[64],Linear,0.0001,512,10,0.6090238094329834,0.7074999809265137
[64],Linear,0.0001,512,25,0.6548906564712524,0.6075000166893005
[64],Linear,0.0001,512,50,0.4957168996334076,0.8125
[64],Linear,0.0001,512,100,0.41493046283721924,0.8374999761581421
[64],Linear,0.0001,512,250,0.3685206472873688,0.8475000262260437
[64],Softmax,10.0,16,1,5.469558238983154,0.625
[64],Softmax,10.0,16,10,3.4791266918182373,0.7400000095367432
[64],Softmax,10.0,16,25,2.3950002193450928,0.6875
[64],Softmax,10.0,16,50,1.6937942504882812,0.5525000095367432
[64],Softmax,10.0,16,100,0.99061119556427,0.6850000023841858
[64],Softmax,10.0,16,250,1.8084690570831299,0.7875000238418579
[64],Softmax,10.0,32,1,3.0325369834899902,0.6449999809265137
[64],Softmax,10.0,32,10,3.399167060852051,0.699999988079071
[64],Softmax,10.0,32,25,3.8196637630462646,0.7574999928474426
[64],Softmax,10.0,32,50,2.7215545177459717,0.574999988079071
[64],Softmax,10.0,32,100,0.7580530047416687,0.7149999737739563
[64],Softmax,10.0,32,250,1.7101571559906006,0.6700000166893005
[64],Softmax,10.0,64,1,1.7746294736862183,0.6700000166893005
[64],Softmax,10.0,64,10,1.474370002746582,0.6850000023841858
[64],Softmax,10.0,64,25,1.469579815864563,0.6850000023841858
[64],Softmax,10.0,64,50,2.080566644668579,0.5774999856948853
[64],Softmax,10.0,64,100,1.134928584098816,0.6225000023841858
[64],Softmax,10.0,64,250,1.0526628494262695,0.737500011920929
[64],Softmax,10.0,128,1,1.7047255039215088,0.7174999713897705
[64],Softmax,10.0,128,10,1.6967895030975342,0.6850000023841858
[64],Softmax,10.0,128,25,0.6696016192436218,0.6274999976158142
[64],Softmax,10.0,128,50,0.6478316783905029,0.7200000286102295
[64],Softmax,10.0,128,100,0.9910531044006348,0.737500011920929
[64],Softmax,10.0,128,250,1.6981446743011475,0.6850000023841858
[64],Softmax,10.0,256,1,2.9123098850250244,0.6650000214576721
[64],Softmax,10.0,256,10,1.2881098985671997,0.7099999785423279
[64],Softmax,10.0,256,25,0.7902535796165466,0.6875
[64],Softmax,10.0,256,50,1.0539484024047852,0.5375000238418579
[64],Softmax,10.0,256,100,1.3075942993164062,0.5375000238418579
[64],Softmax,10.0,256,250,1.0920864343643188,0.5950000286102295
[64],Softmax,10.0,512,1,5.043952465057373,0.6850000023841858
[64],Softmax,10.0,512,10,1.353767991065979,0.550000011920929
[64],Softmax,10.0,512,25,1.0038671493530273,0.8324999809265137
[64],Softmax,10.0,512,50,1.112108588218689,0.6725000143051147
[64],Softmax,10.0,512,100,0.5859613418579102,0.6850000023841858
[64],Softmax,10.0,512,250,0.9662262797355652,0.8274999856948853
[64],Softmax,1.0,16,1,1.1218189001083374,0.6025000214576721
[64],Softmax,1.0,16,10,0.5886160135269165,0.612500011920929
[64],Softmax,1.0,16,25,0.5096482038497925,0.6924999952316284
[64],Softmax,1.0,16,50,0.5136731863021851,0.8349999785423279
[64],Softmax,1.0,16,100,0.5476791262626648,0.8299999833106995
[64],Softmax,1.0,16,250,0.5701556205749512,0.6850000023841858
[64],Softmax,1.0,32,1,0.5120366811752319,0.7825000286102295
[64],Softmax,1.0,32,10,0.5545201301574707,0.7925000190734863
[64],Softmax,1.0,32,25,0.4331195056438446,0.8349999785423279
[64],Softmax,1.0,32,50,0.4498458802700043,0.7900000214576721
[64],Softmax,1.0,32,100,0.5178123116493225,0.7925000190734863
[64],Softmax,1.0,32,250,0.4459694027900696,0.8650000095367432
[64],Softmax,1.0,64,1,0.4871237277984619,0.7875000238418579
[64],Softmax,1.0,64,10,0.4930879473686218,0.7699999809265137
[64],Softmax,1.0,64,25,0.46228349208831787,0.7250000238418579
[64],Softmax,1.0,64,50,0.5116470456123352,0.7200000286102295
[64],Softmax,1.0,64,100,0.4179157018661499,0.8424999713897705
[64],Softmax,1.0,64,250,0.4293473958969116,0.7925000190734863
[64],Softmax,1.0,128,1,0.4460751414299011,0.824999988079071
[64],Softmax,1.0,128,10,0.4605744183063507,0.7574999928474426
[64],Softmax,1.0,128,25,0.42813971638679504,0.7925000190734863
[64],Softmax,1.0,128,50,0.40338343381881714,0.8575000166893005
[64],Softmax,1.0,128,100,0.41990700364112854,0.8149999976158142
[64],Softmax,1.0,128,250,0.4130529761314392,0.8025000095367432
[64],Softmax,1.0,256,1,0.47204452753067017,0.762499988079071
[64],Softmax,1.0,256,10,0.411314457654953,0.8324999809265137
[64],Softmax,1.0,256,25,0.4666648209095001,0.7925000190734863
[64],Softmax,1.0,256,50,0.5075616240501404,0.7450000047683716
[64],Softmax,1.0,256,100,0.4011719524860382,0.8174999952316284
[64],Softmax,1.0,256,250,0.5403611660003662,0.8299999833106995
[64],Softmax,1.0,512,1,0.5931657552719116,0.7475000023841858
[64],Softmax,1.0,512,10,0.4446813464164734,0.8149999976158142
[64],Softmax,1.0,512,25,0.46312081813812256,0.8475000262260437
[64],Softmax,1.0,512,50,0.37191590666770935,0.8224999904632568
[64],Softmax,1.0,512,100,0.4940139055252075,0.7850000262260437
[64],Softmax,1.0,512,250,0.43867984414100647,0.8149999976158142
[64],Softmax,0.1,16,1,0.41880279779434204,0.8050000071525574
[64],Softmax,0.1,16,10,0.3598041534423828,0.8450000286102295
[64],Softmax,0.1,16,25,0.3974924087524414,0.8525000214576721
[64],Softmax,0.1,16,50,0.444860577583313,0.8399999737739563
[64],Softmax,0.1,16,100,0.3974451720714569,0.8299999833106995
[64],Softmax,0.1,16,250,0.6171278357505798,0.8424999713897705
[64],Softmax,0.1,32,1,0.39277422428131104,0.8324999809265137
[64],Softmax,0.1,32,10,0.33222365379333496,0.8374999761581421
[64],Softmax,0.1,32,25,0.32334911823272705,0.8700000047683716
[64],Softmax,0.1,32,50,0.4464988708496094,0.8600000143051147
[64],Softmax,0.1,32,100,0.42420563101768494,0.8774999976158142
[64],Softmax,0.1,32,250,0.501674234867096,0.8700000047683716
[64],Softmax,0.1,64,1,0.3733271658420563,0.8450000286102295
[64],Softmax,0.1,64,10,0.3351368010044098,0.862500011920929
[64],Softmax,0.1,64,25,0.3172597587108612,0.8725000023841858
[64],Softmax,0.1,64,50,0.3596658408641815,0.8774999976158142
[64],Softmax,0.1,64,100,0.5775409936904907,0.8650000095367432
[64],Softmax,0.1,64,250,0.6737032532691956,0.8575000166893005
[64],Softmax,0.1,128,1,0.38498950004577637,0.8174999952316284
[64],Softmax,0.1,128,10,0.3119448721408844,0.8575000166893005
[64],Softmax,0.1,128,25,0.30880022048950195,0.8799999952316284
[64],Softmax,0.1,128,50,0.42224299907684326,0.875
[64],Softmax,0.1,128,100,0.4570586681365967,0.8725000023841858
[64],Softmax,0.1,128,250,0.6621149182319641,0.862500011920929
[64],Softmax,0.1,256,1,0.45939189195632935,0.7350000143051147
[64],Softmax,0.1,256,10,0.29217055439949036,0.875
[64],Softmax,0.1,256,25,0.278198778629303,0.8899999856948853
[64],Softmax,0.1,256,50,0.3415106534957886,0.8899999856948853
[64],Softmax,0.1,256,100,0.5139729976654053,0.8575000166893005
[64],Softmax,0.1,256,250,0.7592272162437439,0.8600000143051147
[64],Softmax,0.1,512,1,0.54927659034729,0.6850000023841858
[64],Softmax,0.1,512,10,0.3429482579231262,0.8700000047683716
[64],Softmax,0.1,512,25,0.29624778032302856,0.862500011920929
[64],Softmax,0.1,512,50,0.30931544303894043,0.887499988079071
[64],Softmax,0.1,512,100,0.3817830979824066,0.8849999904632568
[64],Softmax,0.1,512,250,0.5876033306121826,0.8700000047683716
[64],Softmax,0.01,16,1,0.4037340581417084,0.8550000190734863
[64],Softmax,0.01,16,10,0.29412853717803955,0.8774999976158142
[64],Softmax,0.01,16,25,0.2809203267097473,0.8774999976158142
[64],Softmax,0.01,16,50,0.29538029432296753,0.8725000023841858
[64],Softmax,0.01,16,100,0.39334121346473694,0.8824999928474426
[64],Softmax,0.01,16,250,0.7390965223312378,0.8525000214576721
[64],Softmax,0.01,32,1,0.5237830877304077,0.7200000286102295
[64],Softmax,0.01,32,10,0.31805261969566345,0.8725000023841858
[64],Softmax,0.01,32,25,0.28312715888023376,0.862500011920929
[64],Softmax,0.01,32,50,0.27911001443862915,0.8924999833106995
[64],Softmax,0.01,32,100,0.3598122000694275,0.862500011920929
[64],Softmax,0.01,32,250,0.38515228033065796,0.8675000071525574
[64],Softmax,0.01,64,1,0.5806836485862732,0.6850000023841858
[64],Softmax,0.01,64,10,0.3423057794570923,0.8650000095367432
[64],Softmax,0.01,64,25,0.2877134084701538,0.8949999809265137
[64],Softmax,0.01,64,50,0.2893798053264618,0.8700000047683716
[64],Softmax,0.01,64,100,0.3195520341396332,0.8700000047683716
[64],Softmax,0.01,64,250,0.43340060114860535,0.8500000238418579
[64],Softmax,0.01,128,1,0.6245938539505005,0.6850000023841858
[64],Softmax,0.01,128,10,0.3480065166950226,0.8600000143051147
[64],Softmax,0.01,128,25,0.3108755350112915,0.8924999833106995
[64],Softmax,0.01,128,50,0.27454468607902527,0.8974999785423279
[64],Softmax,0.01,128,100,0.3343634009361267,0.8575000166893005
[64],Softmax,0.01,128,250,0.37143248319625854,0.8725000023841858
[64],Softmax,0.01,256,1,0.6530247330665588,0.6850000023841858
[64],Softmax,0.01,256,10,0.41432708501815796,0.8600000143051147
[64],Softmax,0.01,256,25,0.34355679154396057,0.8575000166893005
[64],Softmax,0.01,256,50,0.2837883234024048,0.8849999904632568
[64],Softmax,0.01,256,100,0.2698386013507843,0.8824999928474426
[64],Softmax,0.01,256,250,0.3256872296333313,0.875
[64],Softmax,0.01,512,1,0.6678982377052307,0.6850000023841858
[64],Softmax,0.01,512,10,0.5122278928756714,0.7325000166893005
[64],Softmax,0.01,512,25,0.3653245270252228,0.8525000214576721
[64],Softmax,0.01,512,50,0.32925793528556824,0.8675000071525574
[64],Softmax,0.01,512,100,0.28929024934768677,0.875
[64],Softmax,0.01,512,250,0.29099658131599426,0.8799999952316284
[64],Softmax,0.001,16,1,0.6364879608154297,0.6850000023841858
[64],Softmax,0.001,16,10,0.39540424942970276,0.8550000190734863
[64],Softmax,0.001,16,25,0.3450298607349396,0.8700000047683716
[64],Softmax,0.001,16,50,0.329853892326355,0.8700000047683716
[64],Softmax,0.001,16,100,0.2953159511089325,0.8774999976158142
[64],Softmax,0.001,16,250,0.2737703323364258,0.8774999976158142
[64],Softmax,0.001,32,1,0.6627026200294495,0.6850000023841858
[64],Softmax,0.001,32,10,0.4734804630279541,0.8349999785423279
[64],Softmax,0.001,32,25,0.3629310131072998,0.8500000238418579
[64],Softmax,0.001,32,50,0.33757391571998596,0.8650000095367432
[64],Softmax,0.001,32,100,0.3234766721725464,0.875
[64],Softmax,0.001,32,250,0.2854032516479492,0.8824999928474426
[64],Softmax,0.001,64,1,0.668031632900238,0.6850000023841858
[64],Softmax,0.001,64,10,0.568089485168457,0.6949999928474426
[64],Softmax,0.001,64,25,0.42393815517425537,0.8575000166893005
[64],Softmax,0.001,64,50,0.35694724321365356,0.8575000166893005
[64],Softmax,0.001,64,100,0.32712650299072266,0.8725000023841858
[64],Softmax,0.001,64,250,0.2876245975494385,0.875
[64],Softmax,0.001,128,1,0.7136518359184265,0.3149999976158142
[64],Softmax,0.001,128,10,0.6217749118804932,0.6850000023841858
[64],Softmax,0.001,128,25,0.519351065158844,0.7649999856948853
[64],Softmax,0.001,128,50,0.40067237615585327,0.8525000214576721
