hidden_layers,activation_fn,learning_rate,batch_size,epochs,test_loss,test_accuracy
"[32, 16, 8]",Sigmoid,0.001,256,250,0.3086048364639282,0.8824999928474426
"[32, 16, 8]",Sigmoid,0.001,512,1,0.6235277652740479,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.001,512,10,0.6272518634796143,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.001,512,25,0.6215160489082336,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.001,512,50,0.544843852519989,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.001,512,100,0.3648844063282013,0.8374999761581421
"[32, 16, 8]",Sigmoid,0.001,512,250,0.3594222664833069,0.8475000262260437
"[32, 16, 8]",Sigmoid,0.0001,16,1,0.639350950717926,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,16,10,0.6217626929283142,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,16,25,0.6119428873062134,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,16,50,0.4439614415168762,0.8550000190734863
"[32, 16, 8]",Sigmoid,0.0001,16,100,0.36984607577323914,0.8399999737739563
"[32, 16, 8]",Sigmoid,0.0001,16,250,0.3522387742996216,0.8500000238418579
"[32, 16, 8]",Sigmoid,0.0001,32,1,0.8063964247703552,0.3149999976158142
"[32, 16, 8]",Sigmoid,0.0001,32,10,0.649492084980011,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,32,25,0.6180349588394165,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,32,50,0.5756052136421204,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,32,100,0.41287872195243835,0.8475000262260437
"[32, 16, 8]",Sigmoid,0.0001,32,250,0.3572750389575958,0.8500000238418579
"[32, 16, 8]",Sigmoid,0.0001,64,1,0.651017427444458,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,64,10,0.6252715587615967,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,64,25,0.6307358741760254,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,64,50,0.6193946599960327,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,64,100,0.5603427290916443,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,64,250,0.3716798424720764,0.8475000262260437
"[32, 16, 8]",Sigmoid,0.0001,128,1,0.6888582706451416,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,128,10,0.6908667087554932,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,128,25,0.6230278015136719,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,128,50,0.6214999556541443,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,128,100,0.6129152178764343,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,128,250,0.397983193397522,0.8525000214576721
"[32, 16, 8]",Sigmoid,0.0001,256,1,0.6274763941764832,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,256,10,0.625792384147644,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,256,25,0.6508516073226929,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,256,50,0.6434535384178162,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,256,100,0.6431185007095337,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,256,250,0.6036807894706726,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,512,1,0.6409307718276978,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,512,10,0.6489472389221191,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,512,25,0.7693397998809814,0.3149999976158142
"[32, 16, 8]",Sigmoid,0.0001,512,50,0.9176333546638489,0.3149999976158142
"[32, 16, 8]",Sigmoid,0.0001,512,100,0.6581745743751526,0.6850000023841858
"[32, 16, 8]",Sigmoid,0.0001,512,250,0.6137521862983704,0.6850000023841858
"[32, 16, 8]",Tanh,10.0,16,1,3.991849899291992,0.6924999952316284
"[32, 16, 8]",Tanh,10.0,16,10,6.401488780975342,0.6850000023841858
"[32, 16, 8]",Tanh,10.0,16,25,16.48833656311035,0.612500011920929
"[32, 16, 8]",Tanh,10.0,16,50,0.612138569355011,0.6850000023841858
"[32, 16, 8]",Tanh,10.0,16,100,2.4989571571350098,0.32749998569488525
"[32, 16, 8]",Tanh,10.0,16,250,5.875128269195557,0.762499988079071
"[32, 16, 8]",Tanh,10.0,32,1,5.630492687225342,0.6850000023841858
"[32, 16, 8]",Tanh,10.0,32,10,14.251513481140137,0.6349999904632568
"[32, 16, 8]",Tanh,10.0,32,25,9.1860933303833,0.6850000023841858
"[32, 16, 8]",Tanh,10.0,32,50,2.5269532203674316,0.7574999928474426
"[32, 16, 8]",Tanh,10.0,32,100,12.422762870788574,0.6850000023841858
"[32, 16, 8]",Tanh,10.0,32,250,2.0593481063842773,0.6449999809265137
"[32, 16, 8]",Tanh,10.0,64,1,4.674657821655273,0.8349999785423279
"[32, 16, 8]",Tanh,10.0,64,10,14.112249374389648,0.23749999701976776
"[32, 16, 8]",Tanh,10.0,64,25,4.027803421020508,0.6850000023841858
"[32, 16, 8]",Tanh,10.0,64,50,4.968149185180664,0.7599999904632568
"[32, 16, 8]",Tanh,10.0,64,100,3.2425012588500977,0.8374999761581421
"[32, 16, 8]",Tanh,10.0,64,250,4.367445468902588,0.8374999761581421
"[32, 16, 8]",Tanh,10.0,128,1,5.291534423828125,0.8299999833106995
"[32, 16, 8]",Tanh,10.0,128,10,2.288991928100586,0.8149999976158142
"[32, 16, 8]",Tanh,10.0,128,25,7.938919544219971,0.16500000655651093
"[32, 16, 8]",Tanh,10.0,128,50,2.803154706954956,0.8100000023841858
"[32, 16, 8]",Tanh,10.0,128,100,6.091939926147461,0.7174999713897705
"[32, 16, 8]",Tanh,10.0,128,250,4.265805244445801,0.3174999952316284
"[32, 16, 8]",Tanh,10.0,256,1,60.586124420166016,0.3174999952316284
"[32, 16, 8]",Tanh,10.0,256,10,1.825548529624939,0.4724999964237213
"[32, 16, 8]",Tanh,10.0,256,25,4.488056659698486,0.6850000023841858
"[32, 16, 8]",Tanh,10.0,256,50,0.8099012970924377,0.6850000023841858
"[32, 16, 8]",Tanh,10.0,256,100,10.477364540100098,0.29750001430511475
"[32, 16, 8]",Tanh,10.0,256,250,3.095191240310669,0.8374999761581421
"[32, 16, 8]",Tanh,10.0,512,1,32.974308013916016,0.6650000214576721
"[32, 16, 8]",Tanh,10.0,512,10,5.625814437866211,0.6850000023841858
"[32, 16, 8]",Tanh,10.0,512,25,13.874892234802246,0.16500000655651093
"[32, 16, 8]",Tanh,10.0,512,50,1.1720035076141357,0.6850000023841858
"[32, 16, 8]",Tanh,10.0,512,100,1.9764410257339478,0.6875
"[32, 16, 8]",Tanh,10.0,512,250,4.584493637084961,0.4699999988079071
"[32, 16, 8]",Tanh,1.0,16,1,1.6529101133346558,0.6449999809265137
"[32, 16, 8]",Tanh,1.0,16,10,0.8122515082359314,0.6524999737739563
"[32, 16, 8]",Tanh,1.0,16,25,0.6083604693412781,0.675000011920929
"[32, 16, 8]",Tanh,1.0,16,50,2.2689058780670166,0.6825000047683716
"[32, 16, 8]",Tanh,1.0,16,100,0.812558114528656,0.7049999833106995
"[32, 16, 8]",Tanh,1.0,16,250,0.6955534219741821,0.7425000071525574
"[32, 16, 8]",Tanh,1.0,32,1,0.6067836880683899,0.7074999809265137
"[32, 16, 8]",Tanh,1.0,32,10,1.0300487279891968,0.6575000286102295
"[32, 16, 8]",Tanh,1.0,32,25,0.7021533250808716,0.6949999928474426
"[32, 16, 8]",Tanh,1.0,32,50,0.6070787906646729,0.675000011920929
"[32, 16, 8]",Tanh,1.0,32,100,0.7580822706222534,0.6800000071525574
"[32, 16, 8]",Tanh,1.0,32,250,0.7608855962753296,0.5975000262260437
"[32, 16, 8]",Tanh,1.0,64,1,0.7477310299873352,0.6775000095367432
"[32, 16, 8]",Tanh,1.0,64,10,0.4878731071949005,0.7549999952316284
"[32, 16, 8]",Tanh,1.0,64,25,0.4986557066440582,0.7850000262260437
"[32, 16, 8]",Tanh,1.0,64,50,0.6880309581756592,0.6924999952316284
"[32, 16, 8]",Tanh,1.0,64,100,0.7052524089813232,0.7774999737739563
"[32, 16, 8]",Tanh,1.0,64,250,0.47697970271110535,0.8100000023841858
"[32, 16, 8]",Tanh,1.0,128,1,0.9741580486297607,0.6875
"[32, 16, 8]",Tanh,1.0,128,10,0.5087428092956543,0.7200000286102295
"[32, 16, 8]",Tanh,1.0,128,25,0.547603189945221,0.7225000262260437
"[32, 16, 8]",Tanh,1.0,128,50,0.6151105761528015,0.6675000190734863
"[32, 16, 8]",Tanh,1.0,128,100,0.5565615296363831,0.6700000166893005
"[32, 16, 8]",Tanh,1.0,128,250,0.52275151014328,0.7850000262260437
"[32, 16, 8]",Tanh,1.0,256,1,2.0805938243865967,0.7325000166893005
"[32, 16, 8]",Tanh,1.0,256,10,0.6576492786407471,0.6100000143051147
"[32, 16, 8]",Tanh,1.0,256,25,0.4426054060459137,0.7699999809265137
"[32, 16, 8]",Tanh,1.0,256,50,0.4741946756839752,0.7574999928474426
"[32, 16, 8]",Tanh,1.0,256,100,0.42407771944999695,0.8174999952316284
"[32, 16, 8]",Tanh,1.0,256,250,0.4535720944404602,0.800000011920929
"[32, 16, 8]",Tanh,1.0,512,1,0.7879641056060791,0.7400000095367432
"[32, 16, 8]",Tanh,1.0,512,10,0.6924867033958435,0.75
"[32, 16, 8]",Tanh,1.0,512,25,0.48438793420791626,0.7325000166893005
"[32, 16, 8]",Tanh,1.0,512,50,0.5119004249572754,0.737500011920929
"[32, 16, 8]",Tanh,1.0,512,100,0.4402703046798706,0.8125
"[32, 16, 8]",Tanh,1.0,512,250,0.5777100920677185,0.6899999976158142
"[32, 16, 8]",Tanh,0.1,16,1,0.44091877341270447,0.7799999713897705
"[32, 16, 8]",Tanh,0.1,16,10,0.39287975430488586,0.8149999976158142
"[32, 16, 8]",Tanh,0.1,16,25,0.4374731481075287,0.8125
"[32, 16, 8]",Tanh,0.1,16,50,0.3673382103443146,0.8374999761581421
"[32, 16, 8]",Tanh,0.1,16,100,0.3764553964138031,0.8450000286102295
"[32, 16, 8]",Tanh,0.1,16,250,0.41315901279449463,0.8149999976158142
"[32, 16, 8]",Tanh,0.1,32,1,0.39385199546813965,0.8050000071525574
"[32, 16, 8]",Tanh,0.1,32,10,0.3031216561794281,0.8774999976158142
"[32, 16, 8]",Tanh,0.1,32,25,0.3591884970664978,0.8349999785423279
"[32, 16, 8]",Tanh,0.1,32,50,0.4115457832813263,0.875
"[32, 16, 8]",Tanh,0.1,32,100,0.2804664075374603,0.8725000023841858
"[32, 16, 8]",Tanh,0.1,32,250,0.2881670892238617,0.8700000047683716
"[32, 16, 8]",Tanh,0.1,64,1,0.43276435136795044,0.8125
"[32, 16, 8]",Tanh,0.1,64,10,0.24726276099681854,0.8999999761581421
"[32, 16, 8]",Tanh,0.1,64,25,0.2488071620464325,0.9024999737739563
"[32, 16, 8]",Tanh,0.1,64,50,0.12902230024337769,0.9624999761581421
"[32, 16, 8]",Tanh,0.1,64,100,0.1511736512184143,0.9549999833106995
"[32, 16, 8]",Tanh,0.1,64,250,0.14333923161029816,0.9399999976158142
"[32, 16, 8]",Tanh,0.1,128,1,0.4235624372959137,0.8224999904632568
"[32, 16, 8]",Tanh,0.1,128,10,0.2700645923614502,0.8924999833106995
"[32, 16, 8]",Tanh,0.1,128,25,0.13169674575328827,0.9549999833106995
"[32, 16, 8]",Tanh,0.1,128,50,0.17631882429122925,0.9574999809265137
"[32, 16, 8]",Tanh,0.1,128,100,0.1588534414768219,0.9599999785423279
"[32, 16, 8]",Tanh,0.1,128,250,0.1993628740310669,0.9549999833106995
"[32, 16, 8]",Tanh,0.1,256,1,0.4423103630542755,0.8224999904632568
"[32, 16, 8]",Tanh,0.1,256,10,0.17204222083091736,0.9225000143051147
"[32, 16, 8]",Tanh,0.1,256,25,0.1043291836977005,0.9549999833106995
"[32, 16, 8]",Tanh,0.1,256,50,0.09932317584753036,0.9775000214576721
"[32, 16, 8]",Tanh,0.1,256,100,0.06330116838216782,0.9750000238418579
"[32, 16, 8]",Tanh,0.1,256,250,0.10897833108901978,0.9750000238418579
"[32, 16, 8]",Tanh,0.1,512,1,0.4017235040664673,0.8100000023841858
"[32, 16, 8]",Tanh,0.1,512,10,0.34692248702049255,0.8399999737739563
"[32, 16, 8]",Tanh,0.1,512,25,0.161444753408432,0.9375
"[32, 16, 8]",Tanh,0.1,512,50,0.12849068641662598,0.949999988079071
"[32, 16, 8]",Tanh,0.1,512,100,0.09972858428955078,0.9674999713897705
"[32, 16, 8]",Tanh,0.1,512,250,0.18314185738563538,0.9574999809265137
"[32, 16, 8]",Tanh,0.01,16,1,0.3683069348335266,0.8450000286102295
"[32, 16, 8]",Tanh,0.01,16,10,0.09478985518217087,0.9574999809265137
"[32, 16, 8]",Tanh,0.01,16,25,0.07898706942796707,0.9825000166893005
"[32, 16, 8]",Tanh,0.01,16,50,0.04057922959327698,0.9925000071525574
"[32, 16, 8]",Tanh,0.01,16,100,0.031139861792325974,0.9950000047683716
"[32, 16, 8]",Tanh,0.01,16,250,0.1047811508178711,0.9950000047683716
"[32, 16, 8]",Tanh,0.01,32,1,0.3680538535118103,0.8450000286102295
"[32, 16, 8]",Tanh,0.01,32,10,0.1832115799188614,0.925000011920929
"[32, 16, 8]",Tanh,0.01,32,25,0.03660193085670471,0.9825000166893005
"[32, 16, 8]",Tanh,0.01,32,50,0.050828780978918076,0.987500011920929
"[32, 16, 8]",Tanh,0.01,32,100,0.029731430113315582,0.9900000095367432
"[32, 16, 8]",Tanh,0.01,32,250,0.05905933305621147,0.9900000095367432
"[32, 16, 8]",Tanh,0.01,64,1,0.3694513440132141,0.8475000262260437
"[32, 16, 8]",Tanh,0.01,64,10,0.2049616277217865,0.9100000262260437
"[32, 16, 8]",Tanh,0.01,64,25,0.06783910095691681,0.9825000166893005
"[32, 16, 8]",Tanh,0.01,64,50,0.05918798968195915,0.9850000143051147
"[32, 16, 8]",Tanh,0.01,64,100,0.05804264917969704,0.9775000214576721
"[32, 16, 8]",Tanh,0.01,64,250,0.07365220785140991,0.987500011920929
"[32, 16, 8]",Tanh,0.01,128,1,0.35036700963974,0.8450000286102295
"[32, 16, 8]",Tanh,0.01,128,10,0.24289412796497345,0.887499988079071
"[32, 16, 8]",Tanh,0.01,128,25,0.08338911086320877,0.9649999737739563
"[32, 16, 8]",Tanh,0.01,128,50,0.054627180099487305,0.9850000143051147
"[32, 16, 8]",Tanh,0.01,128,100,0.0721549391746521,0.9825000166893005
"[32, 16, 8]",Tanh,0.01,128,250,0.0838170126080513,0.9800000190734863
"[32, 16, 8]",Tanh,0.01,256,1,0.5118172764778137,0.7250000238418579
"[32, 16, 8]",Tanh,0.01,256,10,0.3326529562473297,0.8650000095367432
"[32, 16, 8]",Tanh,0.01,256,25,0.2518332600593567,0.8949999809265137
"[32, 16, 8]",Tanh,0.01,256,50,0.0719514712691307,0.9674999713897705
"[32, 16, 8]",Tanh,0.01,256,100,0.07614540308713913,0.9750000238418579
"[32, 16, 8]",Tanh,0.01,256,250,0.09549972414970398,0.9775000214576721
"[32, 16, 8]",Tanh,0.01,512,1,0.4718972444534302,0.8274999856948853
"[32, 16, 8]",Tanh,0.01,512,10,0.361138254404068,0.8424999713897705
"[32, 16, 8]",Tanh,0.01,512,25,0.3032703399658203,0.875
"[32, 16, 8]",Tanh,0.01,512,50,0.12197654694318771,0.949999988079071
"[32, 16, 8]",Tanh,0.01,512,100,0.07234564423561096,0.9800000190734863
"[32, 16, 8]",Tanh,0.01,512,250,0.06402337551116943,0.9825000166893005
"[32, 16, 8]",Tanh,0.001,16,1,0.38216137886047363,0.8450000286102295
"[32, 16, 8]",Tanh,0.001,16,10,0.34159091114997864,0.8525000214576721
"[32, 16, 8]",Tanh,0.001,16,25,0.25152215361595154,0.887499988079071
"[32, 16, 8]",Tanh,0.001,16,50,0.18117305636405945,0.9175000190734863
"[32, 16, 8]",Tanh,0.001,16,100,0.04704735800623894,0.9825000166893005
"[32, 16, 8]",Tanh,0.001,16,250,0.11896021664142609,0.9850000143051147
"[32, 16, 8]",Tanh,0.001,32,1,0.5249360203742981,0.8050000071525574
"[32, 16, 8]",Tanh,0.001,32,10,0.342883825302124,0.862500011920929
"[32, 16, 8]",Tanh,0.001,32,25,0.2842763364315033,0.8824999928474426
"[32, 16, 8]",Tanh,0.001,32,50,0.2125180959701538,0.8924999833106995
"[32, 16, 8]",Tanh,0.001,32,100,0.14265784621238708,0.9375
"[32, 16, 8]",Tanh,0.001,32,250,0.10270708054304123,0.9750000238418579
"[32, 16, 8]",Tanh,0.001,64,1,0.6914345622062683,0.4675000011920929
"[32, 16, 8]",Tanh,0.001,64,10,0.3439512550830841,0.8575000166893005
"[32, 16, 8]",Tanh,0.001,64,25,0.3231411278247833,0.862500011920929
"[32, 16, 8]",Tanh,0.001,64,50,0.26759928464889526,0.8575000166893005
"[32, 16, 8]",Tanh,0.001,64,100,0.17099528014659882,0.9049999713897705
"[32, 16, 8]",Tanh,0.001,64,250,0.0806693285703659,0.9725000262260437
"[32, 16, 8]",Tanh,0.001,128,1,0.6550189852714539,0.6700000166893005
"[32, 16, 8]",Tanh,0.001,128,10,0.34576234221458435,0.8500000238418579
"[32, 16, 8]",Tanh,0.001,128,25,0.3354160189628601,0.8700000047683716
"[32, 16, 8]",Tanh,0.001,128,50,0.2898291349411011,0.8774999976158142
"[32, 16, 8]",Tanh,0.001,128,100,0.22716952860355377,0.8924999833106995
"[32, 16, 8]",Tanh,0.001,128,250,0.11704791337251663,0.9424999952316284
"[32, 16, 8]",Tanh,0.001,256,1,0.6512506008148193,0.6825000047683716
"[32, 16, 8]",Tanh,0.001,256,10,0.357024222612381,0.8500000238418579
"[32, 16, 8]",Tanh,0.001,256,25,0.34941548109054565,0.8525000214576721
"[32, 16, 8]",Tanh,0.001,256,50,0.33851173520088196,0.8600000143051147
"[32, 16, 8]",Tanh,0.001,256,100,0.2375379502773285,0.8899999856948853
"[32, 16, 8]",Tanh,0.001,256,250,0.11219096183776855,0.9474999904632568
"[32, 16, 8]",Tanh,0.001,512,1,0.6585050225257874,0.7774999737739563
"[32, 16, 8]",Tanh,0.001,512,10,0.5333104133605957,0.8075000047683716
"[32, 16, 8]",Tanh,0.001,512,25,0.3521098792552948,0.8450000286102295
"[32, 16, 8]",Tanh,0.001,512,50,0.34521180391311646,0.8525000214576721
"[32, 16, 8]",Tanh,0.001,512,100,0.3223966658115387,0.8675000071525574
"[32, 16, 8]",Tanh,0.001,512,250,0.2156374305486679,0.9024999737739563
"[32, 16, 8]",Tanh,0.0001,16,1,0.6653452515602112,0.6600000262260437
"[32, 16, 8]",Tanh,0.0001,16,10,0.3822202682495117,0.8525000214576721
"[32, 16, 8]",Tanh,0.0001,16,25,0.3520134389400482,0.8500000238418579
"[32, 16, 8]",Tanh,0.0001,16,50,0.3439252972602844,0.8525000214576721
"[32, 16, 8]",Tanh,0.0001,16,100,0.33077841997146606,0.8600000143051147
"[32, 16, 8]",Tanh,0.0001,16,250,0.2426837533712387,0.8824999928474426
"[32, 16, 8]",Tanh,0.0001,32,1,0.713382363319397,0.3199999928474426
"[32, 16, 8]",Tanh,0.0001,32,10,0.4544321298599243,0.8374999761581421
"[32, 16, 8]",Tanh,0.0001,32,25,0.3566608130931854,0.8550000190734863
"[32, 16, 8]",Tanh,0.0001,32,50,0.350585013628006,0.8575000166893005
"[32, 16, 8]",Tanh,0.0001,32,100,0.3408341109752655,0.862500011920929
"[32, 16, 8]",Tanh,0.0001,32,250,0.26141786575317383,0.8999999761581421
"[32, 16, 8]",Tanh,0.0001,64,1,0.7157203555107117,0.3725000023841858
"[32, 16, 8]",Tanh,0.0001,64,10,0.5308323502540588,0.8149999976158142
"[32, 16, 8]",Tanh,0.0001,64,25,0.41501808166503906,0.8500000238418579
"[32, 16, 8]",Tanh,0.0001,64,50,0.3473930358886719,0.8500000238418579
"[32, 16, 8]",Tanh,0.0001,64,100,0.34166640043258667,0.862500011920929
"[32, 16, 8]",Tanh,0.0001,64,250,0.32663413882255554,0.8700000047683716
"[32, 16, 8]",Tanh,0.0001,128,1,0.7023947834968567,0.35749998688697815
"[32, 16, 8]",Tanh,0.0001,128,10,0.6329913139343262,0.7925000190734863
"[32, 16, 8]",Tanh,0.0001,128,25,0.4707038104534149,0.8125
"[32, 16, 8]",Tanh,0.0001,128,50,0.38501426577568054,0.8424999713897705
"[32, 16, 8]",Tanh,0.0001,128,100,0.3511766493320465,0.8500000238418579
"[32, 16, 8]",Tanh,0.0001,128,250,0.34072619676589966,0.8575000166893005
"[32, 16, 8]",Tanh,0.0001,256,1,0.6583641171455383,0.6850000023841858
"[32, 16, 8]",Tanh,0.0001,256,10,0.8061845302581787,0.3149999976158142
"[32, 16, 8]",Tanh,0.0001,256,25,0.5906109809875488,0.7149999737739563
"[32, 16, 8]",Tanh,0.0001,256,50,0.49154675006866455,0.7950000166893005
"[32, 16, 8]",Tanh,0.0001,256,100,0.3809885084629059,0.8500000238418579
"[32, 16, 8]",Tanh,0.0001,256,250,0.35095593333244324,0.8525000214576721
"[32, 16, 8]",Tanh,0.0001,512,1,0.7195421457290649,0.3700000047683716
"[32, 16, 8]",Tanh,0.0001,512,10,0.7377517819404602,0.33250001072883606
"[32, 16, 8]",Tanh,0.0001,512,25,0.6311512589454651,0.7674999833106995
"[32, 16, 8]",Tanh,0.0001,512,50,0.6911634206771851,0.45500001311302185
"[32, 16, 8]",Tanh,0.0001,512,100,0.5072228908538818,0.8500000238418579
"[32, 16, 8]",Tanh,0.0001,512,250,0.3605079650878906,0.8550000190734863
"[32, 16, 8]",Linear,10.0,16,1,16111.1435546875,0.7450000047683716
"[32, 16, 8]",Linear,10.0,16,10,4.0855393409729,0.8174999952316284
"[32, 16, 8]",Linear,10.0,16,25,44.673980712890625,0.8475000262260437
"[32, 16, 8]",Linear,10.0,16,50,1.5916290283203125,0.5325000286102295
"[32, 16, 8]",Linear,10.0,16,100,20810.93359375,0.7549999952316284
"[32, 16, 8]",Linear,10.0,16,250,34441.19921875,0.8125
"[32, 16, 8]",Linear,10.0,32,1,1493809.625,0.6150000095367432
"[32, 16, 8]",Linear,10.0,32,10,32.32313537597656,0.7400000095367432
"[32, 16, 8]",Linear,10.0,32,25,3597.112548828125,0.7699999809265137
"[32, 16, 8]",Linear,10.0,32,50,2592598.0,0.3199999928474426
"[32, 16, 8]",Linear,10.0,32,100,0.39871302247047424,0.824999988079071
"[32, 16, 8]",Linear,10.0,32,250,389902.0,0.6949999928474426
"[32, 16, 8]",Linear,10.0,64,1,6716243.0,0.8500000238418579
"[32, 16, 8]",Linear,10.0,64,10,27.759634017944336,0.8299999833106995
"[32, 16, 8]",Linear,10.0,64,25,157.1798858642578,0.8450000286102295
"[32, 16, 8]",Linear,10.0,64,50,20.41004753112793,0.7649999856948853
"[32, 16, 8]",Linear,10.0,64,100,66231.71875,0.8224999904632568
"[32, 16, 8]",Linear,10.0,64,250,105059.78125,0.7450000047683716
"[32, 16, 8]",Linear,10.0,128,1,17691508.0,0.46000000834465027
"[32, 16, 8]",Linear,10.0,128,10,24069.5,0.8149999976158142
"[32, 16, 8]",Linear,10.0,128,25,268.202392578125,0.8324999809265137
"[32, 16, 8]",Linear,10.0,128,50,22.46161651611328,0.8075000047683716
"[32, 16, 8]",Linear,10.0,128,100,569.10791015625,0.8199999928474426
"[32, 16, 8]",Linear,10.0,128,250,0.5174837708473206,0.8575000166893005
"[32, 16, 8]",Linear,10.0,256,1,4005106.0,0.5674999952316284
"[32, 16, 8]",Linear,10.0,256,10,2605881.5,0.637499988079071
"[32, 16, 8]",Linear,10.0,256,25,834.1991577148438,0.7024999856948853
"[32, 16, 8]",Linear,10.0,256,50,220.515625,0.6924999952316284
"[32, 16, 8]",Linear,10.0,256,100,17.331743240356445,0.8525000214576721
"[32, 16, 8]",Linear,10.0,256,250,2.9555251598358154,0.699999988079071
"[32, 16, 8]",Linear,10.0,512,1,21844646.0,0.8174999952316284
"[32, 16, 8]",Linear,10.0,512,10,22473560.0,0.6000000238418579
"[32, 16, 8]",Linear,10.0,512,25,8278.57421875,0.7825000286102295
"[32, 16, 8]",Linear,10.0,512,50,53.09669876098633,0.8500000238418579
"[32, 16, 8]",Linear,10.0,512,100,82.88163757324219,0.8424999713897705
"[32, 16, 8]",Linear,10.0,512,250,3.193770170211792,0.7900000214576721
"[32, 16, 8]",Linear,1.0,16,1,118.0597915649414,0.7950000166893005
"[32, 16, 8]",Linear,1.0,16,10,0.42930465936660767,0.8075000047683716
"[32, 16, 8]",Linear,1.0,16,25,0.3848403990268707,0.8500000238418579
"[32, 16, 8]",Linear,1.0,16,50,0.4256259500980377,0.8475000262260437
"[32, 16, 8]",Linear,1.0,16,100,0.5424880981445312,0.7325000166893005
"[32, 16, 8]",Linear,1.0,16,250,1.2886813879013062,0.6675000190734863
"[32, 16, 8]",Linear,1.0,32,1,1595.45947265625,0.39750000834465027
"[32, 16, 8]",Linear,1.0,32,10,0.3803158104419708,0.862500011920929
"[32, 16, 8]",Linear,1.0,32,25,0.48183152079582214,0.8399999737739563
"[32, 16, 8]",Linear,1.0,32,50,0.3521890342235565,0.8525000214576721
"[32, 16, 8]",Linear,1.0,32,100,1.8191276788711548,0.7325000166893005
"[32, 16, 8]",Linear,1.0,32,250,0.49948593974113464,0.8299999833106995
"[32, 16, 8]",Linear,1.0,64,1,147.20460510253906,0.7900000214576721
"[32, 16, 8]",Linear,1.0,64,10,0.40087422728538513,0.8199999928474426
"[32, 16, 8]",Linear,1.0,64,25,0.38557136058807373,0.8125
"[32, 16, 8]",Linear,1.0,64,50,651.9435424804688,0.32249999046325684
"[32, 16, 8]",Linear,1.0,64,100,0.3549535274505615,0.8475000262260437
"[32, 16, 8]",Linear,1.0,64,250,93.6609878540039,0.6474999785423279
"[32, 16, 8]",Linear,1.0,128,1,1206.06982421875,0.8349999785423279
"[32, 16, 8]",Linear,1.0,128,10,1.2861109972000122,0.7825000286102295
"[32, 16, 8]",Linear,1.0,128,25,0.38838398456573486,0.8125
"[32, 16, 8]",Linear,1.0,128,50,0.3579477071762085,0.8424999713897705
"[32, 16, 8]",Linear,1.0,128,100,0.3742339015007019,0.8349999785423279
"[32, 16, 8]",Linear,1.0,128,250,65.86624908447266,0.8475000262260437
"[32, 16, 8]",Linear,1.0,256,1,1031.186279296875,0.17249999940395355
"[32, 16, 8]",Linear,1.0,256,10,6.407891273498535,0.6949999928474426
"[32, 16, 8]",Linear,1.0,256,25,0.3645656704902649,0.8424999713897705
"[32, 16, 8]",Linear,1.0,256,50,0.39691734313964844,0.8274999856948853
"[32, 16, 8]",Linear,1.0,256,100,0.352189838886261,0.8600000143051147
"[32, 16, 8]",Linear,1.0,256,250,0.40629124641418457,0.8100000023841858
"[32, 16, 8]",Linear,1.0,512,1,909.2192993164062,0.8299999833106995
"[32, 16, 8]",Linear,1.0,512,10,48.916019439697266,0.8274999856948853
"[32, 16, 8]",Linear,1.0,512,25,3.7887401580810547,0.8224999904632568
"[32, 16, 8]",Linear,1.0,512,50,5.780824184417725,0.5425000190734863
"[32, 16, 8]",Linear,1.0,512,100,0.352332204580307,0.8475000262260437
"[32, 16, 8]",Linear,1.0,512,250,0.47148704528808594,0.8075000047683716
"[32, 16, 8]",Linear,0.1,16,1,0.46450892090797424,0.762499988079071
"[32, 16, 8]",Linear,0.1,16,10,0.4850755035877228,0.7875000238418579
"[32, 16, 8]",Linear,0.1,16,25,0.3581954538822174,0.8500000238418579
"[32, 16, 8]",Linear,0.1,16,50,0.3655429184436798,0.8299999833106995
